path,category,action,grade,width,height,target_w,target_h,frame_w,frame_h,target_size_kb,bundle,atlas_group,state,reason
ui/equipment/equip_slot_ring.png,ui,defer,B,48,48,48,48,48,48,4,bundle_ui,,same_as_old_backup,old_resource_copied_or_not_replaced
ui/equipment/equip_slot_shoes.png,ui,defer,B,48,48,48,48,48,48,4,bundle_ui,,same_as_old_backup,old_resource_copied_or_not_replaced
ui/equipment/equip_slot_weapon.png,ui,defer,B,48,48,48,48,48,48,4,bundle_ui,,same_as_old_backup,old_resource_copied_or_not_replaced
ui/equipment/inventory_slot.png,ui,defer,B,60,60,60,60,60,60,4,bundle_ui,,same_as_old_backup,old_resource_copied_or_not_replaced
ui/equipment/item_slot.png,ui,defer,B,40,40,40,40,40,40,4,bundle_ui,,same_as_old_backup,old_resource_copied_or_not_replaced
ui/equipment/rarity_common.png,ui,defer,B,60,60,60,60,60,60,4,bundle_ui,,same_as_old_backup,old_resource_copied_or_not_replaced
ui/equipment/rarity_legendary.png,ui,defer,B,60,60,60,60,60,60,4,bundle_ui,,same_as_old_backup,old_resource_copied_or_not_replaced
ui/equipment/rarity_magic.png,ui,defer,B,60,60,60,60,60,60,4,bundle_ui,,same_as_old_backup,old_resource_copied_or_not_replaced
ui/equipment/rarity_rare.png,ui,defer,B,60,60,60,60,60,60,4,bundle_ui,,same_as_old_backup,old_resource_copied_or_not_replaced
ui/equipment/set_counter_bg.png,ui,defer,B,200,120,200,120,200,120,12,bundle_ui,,same_as_old_backup,old_resource_copied_or_not_replaced
ui/hud/hud_hpbar_bg.png,ui,keep,S,200,20,200,128,200,20,12,bundle_ui,atlas_hud,same_as_old_backup,old_resource_copied_or_not_replaced
ui/hud/hud_hpbar_fill.png,ui,keep,S,200,20,200,128,200,20,12,bundle_ui,atlas_hud,same_as_old_backup,old_resource_copied_or_not_replaced
ui/hud/hud_hpbar_frame.png,ui,keep,S,200,20,200,128,200,20,12,bundle_ui,atlas_hud,same_as_old_backup,old_resource_copied_or_not_replaced
ui/hud/joystick_base.png,ui,keep,S,120,120,128,128,120,120,8,bundle_ui,atlas_hud,same_as_old_backup,old_resource_copied_or_not_replaced
ui/main/main_bg.png,ui,keep,A,750,1334,256,256,750,1334,30,bundle_ui,,same_as_old_backup,old_resource_copied_or_not_replaced
ui/main/main_titledeco.png,ui,keep,A,600,200,256,200,600,200,25,bundle_ui,,same_as_old_backup,old_resource_copied_or_not_replaced
ui/map/icon_room_boss.png,ui,merge_atlas,A,20,20,20,20,20,20,4,bundle_ui,atlas_ui_common,same_as_old_backup,old_resource_copied_or_not_replaced
ui/map/icon_room_combat.png,ui,merge_atlas,A,20,20,20,20,20,20,4,bundle_ui,atlas_ui_common,same_as_old_backup,old_resource_copied_or_not_replaced
ui/map/icon_room_event.png,ui,merge_atlas,A,20,20,20,20,20,20,4,bundle_ui,atlas_ui_common,same_as_old_backup,old_resource_copied_or_not_replaced
ui/map/icon_room_healing.png,ui,merge_atlas,A,20,20,20,20,20,20,4,bundle_ui,atlas_ui_common,same_as_old_backup,old_resource_copied_or_not_replaced
ui/map/icon_room_shop.png,ui,merge_atlas,A,20,20,20,20,20,20,4,bundle_ui,atlas_ui_common,same_as_old_backup,old_resource_copied_or_not_replaced
ui/map/icon_room_treasure.png,ui,merge_atlas,A,20,20,20,20,20,20,4,bundle_ui,atlas_ui_common,same_as_old_backup,old_resource_copied_or_not_replaced
ui/map/icon_room_upgrade.png,ui,merge_atlas,A,20,20,20,20,20,20,4,bundle_ui,atlas_ui_common,same_as_old_backup,old_resource_copied_or_not_replaced
